chr17	19520000	19530000	chr17	19640000	19650000	.	77	.	.	2.02	9.32e-08	6.57e-06	2.22	9.32e-08	1.22e-05
chr17	6070000	6080000	chr17	6420000	6430000	.	32	.	.	2.43	0.000131	0.0179	2.08	0.000131	0.0188
chr17	38350000	38360000	chr17	38400000	38410000	.	202	.	.	2.07	0	0	2.07	0	0
chr17	38350000	38360000	chr17	38480000	38490000	.	74	.	.	2.29	6.75e-07	4.01e-05	2.59	6.74e-11	3.29e-08
chr17	35630000	35640000	chr17	35820000	35830000	.	46	.	.	2.03	7.95e-05	0.00795	2.34	2.37e-07	9.82e-05
chr17	49560000	49570000	chr17	50000000	50010000	.	38	.	.	3.07	2.43e-09	2.16e-06	3.01	2.43e-09	3.08e-06
chr17	49570000	49580000	chr17	49690000	49700000	.	256	.	.	4.42	0	0	3.64	0	0
chr17	4810000	4820000	chr17	4880000	4890000	.	184	.	.	2.83	0	0	2.83	0	0
chr17	44930000	44940000	chr17	45090000	45100000	.	55	.	.	1.84	7.7e-05	0.00513	2.28	1.09e-07	4.15e-05
chr17	68530000	68540000	chr17	68760000	68770000	.	91	.	.	4.15	0	0	3.14	0	0
chr17	51760000	51770000	chr17	52100000	52110000	.	54	.	.	2.41	2.44e-07	7.13e-05	2.58	2.44e-07	8.39e-05
chr17	39620000	39630000	chr17	39670000	39680000	.	101	.	.	2.01	1.75e-10	1.57e-08	2.01	1.75e-10	1.57e-08
chr17	72560000	72570000	chr17	72700000	72710000	.	75	.	.	2.53	2.81e-11	1.14e-08	1.91	3.53e-07	4.04e-05
chr17	72560000	72570000	chr17	73200000	73210000	.	32	.	.	2.75	1.48e-06	0.000729	2.03	0.000131	0.0188
chr17	72560000	72570000	chr17	72950000	72960000	.	23	.	.	2.31	0.000135	0.0372	2.37	0.000135	0.03
chr17	48570000	48580000	chr17	48620000	48630000	.	106	.	.	2.81	0	0	2.81	0	0
chr17	48560000	48570000	chr17	48740000	48750000	.	57	.	.	4.36	4.44e-16	2.21e-12	4.12	4.44e-16	2.87e-12
chr17	43780000	43790000	chr17	43840000	43850000	.	151	.	.	2.86	0	0	2.86	0	0
chr17	69330000	69340000	chr17	69510000	69520000	.	68	.	.	2.55	9.68e-09	2.16e-06	2.46	9.68e-09	2.75e-06
chr17	15730000	15740000	chr17	18660000	18670000	.	12	.	.	9.13	1.5e-08	0.000113	14.4	6.36e-11	3.2e-07
chr17	15840000	15850000	chr17	15990000	16000000	.	82	.	.	2.73	4.36e-14	2.89e-11	2.89	4.36e-14	3.6e-11
chr17	6660000	6670000	chr17	6890000	6900000	.	77	.	.	2.41	4.71e-12	2.21e-09	2.08	9.32e-08	1.22e-05
chr17	6660000	6670000	chr17	7000000	7010000	.	46	.	.	2.59	2.37e-07	8.24e-05	2.02	7.95e-05	0.00753
chr17	68620000	68630000	chr17	68750000	68760000	.	87	.	.	2.38	5.81e-11	7.92e-09	2.03	1.39e-06	9.9e-05
chr17	59320000	59330000	chr17	59430000	59440000	.	190	.	.	3.28	0	0	2.9	0	0
chr17	59310000	59320000	chr17	59550000	59560000	.	106	.	.	2.54	4.45e-12	5.23e-10	2.8	0	0
chr17	36630000	36640000	chr17	37040000	37050000	.	45	.	.	2.37	5.6e-07	0.000174	2.61	5.6e-07	0.000201
chr17	31010000	31020000	chr17	31210000	31220000	.	139	.	.	2.82	0	0	3.1	0	0
chr17	34540000	34550000	chr17	34890000	34900000	.	86	.	.	2.84	8.88e-16	7.31e-13	2.95	8.88e-16	1.18e-12
chr17	34560000	34570000	chr17	34630000	34640000	.	76	.	.	2.16	1.83e-07	1.22e-05	2.16	1.83e-07	1.22e-05
chr17	33960000	33970000	chr17	34150000	34160000	.	57	.	.	2.07	2.29e-05	0.00188	2.19	2.29e-05	0.00197
chr17	68780000	68790000	chr17	68900000	68910000	.	58	.	.	2.49	8.84e-09	4e-06	2.15	1.22e-05	0.00119
chr17	68770000	68780000	chr17	68970000	68980000	.	95	.	.	3.75	0	0	3.1	0	0
chr17	68770000	68780000	chr17	69230000	69240000	.	120	.	.	6.12	0	0	5.17	0	0
chr17	69570000	69580000	chr17	70620000	70630000	.	29	.	.	2.81	2.5e-05	0.00792	2.45	2.5e-05	0.00813
chr17	79740000	79750000	chr17	79790000	79800000	.	107	.	.	2.44	2.08e-12	2.65e-10	2.44	2.08e-12	2.65e-10
chr17	42320000	42330000	chr17	42400000	42410000	.	298	.	.	3.52	0	0	3.52	0	0
chr17	61400000	61410000	chr17	61450000	61460000	.	87	.	.	2.92	3.33e-16	3.02e-13	2.92	3.33e-16	3.02e-13
chr17	61410000	61420000	chr17	61550000	61560000	.	91	.	.	3.5	0	0	3.05	0	0
chr17	40300000	40310000	chr17	40350000	40360000	.	234	.	.	3.6	0	0	3.6	0	0
chr17	43520000	43530000	chr17	43760000	43770000	.	57	.	.	2.57	2.08e-08	8.32e-06	2.07	2.29e-05	0.00197
chr17	43520000	43530000	chr17	43670000	43680000	.	104	.	.	2.35	1.99e-11	2.01e-09	2.31	1.99e-11	3.94e-09
chr17	15600000	15610000	chr17	18750000	18760000	.	74	.	.	12	0	0	6.82	0	0
chr17	15640000	15650000	chr17	18720000	18730000	.	58	.	.	11.4	0	0	10.4	0	0
chr17	32780000	32790000	chr17	32900000	32910000	.	113	.	.	3	0	0	2.69	1.78e-14	8.9e-12
chr17	51860000	51870000	chr17	52100000	52110000	.	82	.	.	3.04	4.36e-14	2.89e-11	3.25	0	0
chr17	56120000	56130000	chr17	56310000	56320000	.	68	.	.	2.8	7.27e-13	7.33e-10	3.06	7.27e-13	1.12e-09
chr17	56120000	56130000	chr17	56470000	56480000	.	58	.	.	2.66	8.84e-09	4e-06	2.86	8.84e-09	4.38e-06
chr17	48670000	48680000	chr17	48790000	48800000	.	157	.	.	3.24	0	0	3.05	0	0
chr17	48670000	48680000	chr17	48870000	48880000	.	145	.	.	4.57	0	0	4.37	0	0
chr17	50850000	50860000	chr17	50950000	50960000	.	167	.	.	3.44	0	0	2.17	0	0
chr17	48330000	48340000	chr17	48590000	48600000	.	88	.	.	3.14	1.11e-16	1.08e-13	3.27	1.11e-16	2.41e-13
chr17	60720000	60730000	chr17	61380000	61390000	.	31	.	.	2.65	3.91e-06	0.00167	2.51	3.91e-06	0.00178
chr17	40610000	40620000	chr17	40790000	40800000	.	130	.	.	3.1	0	0	2.67	0	0
chr17	44200000	44210000	chr17	44330000	44340000	.	142	.	.	3.06	0	0	2.35	0	0
chr17	16360000	16370000	chr17	16410000	16420000	.	122	.	.	2.25	3.91e-11	2.89e-09	2.25	3.91e-11	2.89e-09
chr17	57590000	57600000	chr17	57730000	57740000	.	80	.	.	2.16	1.15e-08	1e-06	2.38	1.15e-08	1.98e-06
chr17	50550000	50560000	chr17	50690000	50700000	.	48	.	.	2.28	2.09e-05	0.0026	2.4	3.98e-08	2.28e-05
chr17	50550000	50560000	chr17	50620000	50630000	.	116	.	.	3.05	0	0	3.05	0	0
chr17	41960000	41970000	chr17	42100000	42110000	.	93	.	.	2.21	3.79e-08	2.25e-06	2.41	4.05e-13	1.75e-10
chr17	27800000	27810000	chr17	27870000	27880000	.	148	.	.	2.83	0	0	2.83	0	0
chr17	72980000	72990000	chr17	73150000	73160000	.	69	.	.	2.37	4.38e-09	1.05e-06	2.82	2.62e-13	4.5e-10
chr17	36520000	36530000	chr17	36580000	36590000	.	53	.	.	2.49	5.37e-07	0.000133	2.49	5.37e-07	0.000133
chr17	43390000	43400000	chr17	43480000	43490000	.	198	.	.	5	0	0	3.2	0	0
