chr17	19510000	19520000	chr17	19640000	19650000	.	100	.	.	2.1	3.55e-10	4.77e-08	2.15	3.55e-10	8.27e-08
chr17	63430000	63440000	chr17	63680000	63690000	.	82	.	.	2.54	2.69e-09	4.41e-07	2.43	2.69e-09	6.94e-07
chr17	63430000	63440000	chr17	63610000	63620000	.	127	.	.	2.45	1.27e-12	1.29e-10	2.39	1.27e-12	2.21e-10
chr17	63430000	63440000	chr17	63480000	63490000	.	155	.	.	2.57	0	0	2.57	0	0
chr17	1270000	1280000	chr17	1330000	1340000	.	151	.	.	2.56	0	0	2.56	0	0
chr17	1270000	1280000	chr17	1510000	1520000	.	90	.	.	2.12	2.41e-07	1.91e-05	2.16	2.41e-07	2.74e-05
chr17	55840000	55850000	chr17	56470000	56480000	.	58	.	.	2.28	1.22e-05	0.00137	2.28	8.84e-09	4.92e-06
chr17	65550000	65560000	chr17	65790000	65800000	.	149	.	.	2.2	3.39e-12	2.72e-10	2.04	3.39e-12	4.44e-10
chr17	65550000	65560000	chr17	65980000	65990000	.	103	.	.	3.11	0	0	3.14	0	0
chr17	68260000	68270000	chr17	68430000	68440000	.	209	.	.	3.05	0	0	2.91	0	0
chr17	68250000	68260000	chr17	68750000	68760000	.	41	.	.	2.53	1.42e-05	0.00309	2.27	1.42e-05	0.00267
chr17	43790000	43800000	chr17	43840000	43850000	.	331	.	.	2.27	0	0	2.27	0	0
chr17	43570000	43580000	chr17	43760000	43770000	.	162	.	.	3.28	0	0	3.37	0	0
chr17	43600000	43610000	chr17	43760000	43770000	.	86	.	.	1.88	2.45e-06	0.000152	2.25	1.28e-10	4.93e-08
chr17	43570000	43580000	chr17	43670000	43680000	.	436	.	.	4.09	0	0	3.3	0	0
chr17	79080000	79090000	chr17	79390000	79400000	.	99	.	.	3.62	0	0	3.27	0	0
chr17	34440000	34450000	chr17	34630000	34640000	.	46	.	.	1.95	7.95e-05	0.00829	2.45	2.37e-07	9.88e-05
chr17	34450000	34460000	chr17	34900000	34910000	.	38	.	.	1.99	0.000127	0.0171	2.03	0.000127	0.0135
chr17	74300000	74310000	chr17	74350000	74360000	.	190	.	.	3.19	0	0	3.19	0	0
chr17	32480000	32490000	chr17	32750000	32760000	.	56	.	.	3.04	1.5e-11	2.18e-08	2.97	1.5e-11	2.69e-08
chr17	32250000	32260000	chr17	32310000	32320000	.	208	.	.	2.7	0	0	2.7	0	0
chr17	32790000	32800000	chr17	32870000	32880000	.	77	.	.	2.04	9.32e-08	1.05e-05	2.04	9.32e-08	1.05e-05
chr17	32780000	32790000	chr17	32930000	32940000	.	77	.	.	2.91	4.71e-12	2.4e-09	2.49	4.71e-12	3.63e-09
chr17	40800000	40810000	chr17	41660000	41670000	.	57	.	.	3.6	4.44e-16	1.05e-12	2.51	2.08e-08	1.06e-05
chr17	31010000	31020000	chr17	31210000	31220000	.	155	.	.	2.74	0	0	3.19	0	0
chr17	72560000	72570000	chr17	72710000	72720000	.	119	.	.	2.8	1.11e-16	3.53e-14	2.18	2.78e-10	3.16e-08
chr17	72560000	72570000	chr17	73180000	73190000	.	52	.	.	2.52	1.16e-06	0.000243	2.21	1.16e-06	0.000268
chr17	69060000	69070000	chr17	69230000	69240000	.	100	.	.	2.2	3.55e-10	4.77e-08	2.28	3.55e-10	8.27e-08
chr17	50850000	50860000	chr17	50950000	50960000	.	273	.	.	3.63	0	0	2.44	0	0
chr17	15840000	15850000	chr17	15990000	16000000	.	80	.	.	2.6	2.95e-13	1.9e-10	2.62	2.95e-13	3.07e-10
chr17	20800000	20810000	chr17	20990000	21000000	.	70	.	.	2.68	1.95e-09	6.28e-07	2.29	1.95e-09	7.51e-07
chr17	1570000	1580000	chr17	1630000	1640000	.	145	.	.	2.47	0	0	2.47	0	0
chr17	7910000	7920000	chr17	8040000	8050000	.	144	.	.	2.52	0	0	2.74	0	0
chr17	16360000	16370000	chr17	16410000	16420000	.	109	.	.	2.03	1.12e-07	5.39e-06	2.03	1.12e-07	5.39e-06
chr17	16360000	16370000	chr17	16520000	16530000	.	69	.	.	2.79	2.62e-13	3.17e-10	2.71	4.38e-09	1.52e-06
chr17	73410000	73420000	chr17	73850000	73860000	.	33	.	.	2.15	6.01e-05	0.0149	2.2	6.01e-05	0.0114
chr17	64420000	64430000	chr17	64480000	64490000	.	184	.	.	2.5	0	0	2.5	0	0
chr17	47840000	47850000	chr17	47890000	47900000	.	444	.	.	3.23	0	0	3.23	0	0
chr17	31430000	31440000	chr17	31520000	31530000	.	112	.	.	2.95	0	0	2.03	2.03e-08	1.62e-06
chr17	31430000	31440000	chr17	31840000	31850000	.	56	.	.	2.99	1.5e-11	2.18e-08	3.66	1.67e-15	5.57e-12
chr17	42840000	42850000	chr17	42930000	42940000	.	354	.	.	3.99	0	0	2.69	0	0
chr17	77010000	77020000	chr17	77060000	77070000	.	176	.	.	2.26	0	0	2.26	0	0
chr17	2380000	2390000	chr17	2700000	2710000	.	46	.	.	2.7	2.37e-07	0.000114	2.17	7.95e-05	0.00714
chr17	69570000	69580000	chr17	70620000	70630000	.	49	.	.	2.86	1.59e-08	1.08e-05	2.61	1.59e-08	1.06e-05
chr17	45130000	45140000	chr17	45190000	45200000	.	266	.	.	3.35	0	0	3.35	0	0
chr17	28630000	28640000	chr17	28680000	28690000	.	240	.	.	2.19	0	0	2.19	0	0
chr17	10640000	10650000	chr17	10850000	10860000	.	51	.	.	2.94	2.37e-09	2.09e-06	2.25	2.45e-06	0.000482
chr17	65240000	65250000	chr17	66160000	66170000	.	67	.	.	2.97	1.99e-12	1.92e-09	2.52	2.11e-08	6.09e-06
chr17	65230000	65240000	chr17	65980000	65990000	.	107	.	.	2.98	0	0	2.67	0	0
chr17	47230000	47240000	chr17	47310000	47320000	.	236	.	.	3.14	0	0	3.14	0	0
chr17	76300000	76310000	chr17	76390000	76400000	.	180	.	.	2.86	0	0	2.29	0	0
chr17	76200000	76210000	chr17	78750000	78760000	.	89	.	.	7.46	0	0	11.8	0	0
chr17	76290000	76300000	chr17	78800000	78810000	.	73	.	.	2.35	1.59e-10	6.18e-08	2.92	3.89e-15	8.78e-12
chr17	76270000	76280000	chr17	78750000	78760000	.	21	.	.	2.78	3.34e-05	0.017	17.6	0	0
chr17	76300000	76310000	chr17	76500000	76510000	.	79	.	.	2.33	2.34e-08	3.08e-06	1.96	9.26e-05	0.00396
chr17	74210000	74220000	chr17	74260000	74270000	.	143	.	.	2.45	0	0	2.45	0	0
chr17	49400000	49410000	chr17	49550000	49560000	.	169	.	.	3.35	0	0	2.34	0	0
chr17	49430000	49440000	chr17	49690000	49700000	.	75	.	.	2.43	2.81e-11	1.3e-08	3.47	4.44e-16	1.23e-12
chr17	4560000	4570000	chr17	4620000	4630000	.	186	.	.	2.83	0	0	2.83	0	0
chr17	55520000	55530000	chr17	55770000	55780000	.	266	.	.	4.55	0	0	4.21	0	0
chr17	55520000	55530000	chr17	55820000	55830000	.	193	.	.	4.17	0	0	2.87	0	0
chr17	55520000	55530000	chr17	55590000	55600000	.	169	.	.	2.59	0	0	2.59	0	0
chr17	60210000	60220000	chr17	62280000	62290000	.	45	.	.	54	0	0	70.5	0	0
chr17	50200000	50210000	chr17	50270000	50280000	.	222	.	.	2.48	0	0	2.48	0	0
chr17	38980000	38990000	chr17	39150000	39160000	.	115	.	.	2.61	3.44e-15	1e-12	2.58	3.44e-15	2.27e-12
chr17	31530000	31540000	chr17	31840000	31850000	.	131	.	.	3.5	0	0	2.78	0	0
chr17	41480000	41490000	chr17	41650000	41660000	.	53	.	.	2.18	5.37e-07	0.000129	2.09	5.37e-07	0.000141
chr17	57850000	57860000	chr17	58110000	58120000	.	202	.	.	3.24	0	0	3.28	0	0
chr17	57860000	57870000	chr17	57990000	58000000	.	181	.	.	2.9	0	0	2.22	4.53e-13	3.85e-11
chr17	67380000	67390000	chr17	67470000	67480000	.	147	.	.	2.98	0	0	1.95	1.18e-11	1.32e-09
chr17	67380000	67390000	chr17	67620000	67630000	.	133	.	.	2.49	1.62e-14	2.02e-12	2.48	1.62e-14	3.34e-12
chr17	48030000	48040000	chr17	48130000	48140000	.	233	.	.	2.82	0	0	1.83	0	0
chr17	48020000	48030000	chr17	48610000	48620000	.	31	.	.	3.79	2.94e-08	3.27e-05	3.73	2.94e-08	2.72e-05
chr17	70760000	70770000	chr17	71080000	71090000	.	57	.	.	3.02	5.16e-12	8.38e-09	2.75	2.08e-08	1.06e-05
chr17	44210000	44220000	chr17	44320000	44330000	.	183	.	.	3.23	0	0	2.61	0	0
